r [m]	R_1(r) [∛(1/m)] 		R_2(r) [∛(1/m)] 		R_3(r) [∛(1/m)] 		R_4(r) [∛(1/m)] 		R_5(r) [∛(1/m)] 		R_6(r) [∛(1/m)] 		R_7(r) [∛(1/m)] 		R_8(r) [∛(1/m)] 		R_9(r) [∛(1/m)] 		R_10(r) [∛(1/m)] 		R_11(r) [∛(1/m)] 		R_12(r) [∛(1/m)] 		R_13(r) [∛(1/m)] 		R_14(r) [∛(1/m)] 		R_15(r) [∛(1/m)] 		R_16(r) [∛(1/m)] 		R_17(r) [∛(1/m)] 		R_18(r) [∛(1/m)] 		R_19(r) [∛(1/m)] 		R_20(r) [∛(1/m)] 	
 -9.24040327e+13 -8.53128299e+13 -8.37185822e+12 -5.00000572e+13
  2.24616970e+13 -1.93741374e+13  3.56613254e+13  3.32159959e+13]
5.907977E-10 [ 1.38313126e+14 -7.96800982e+13 -1.41958555e+14 -1.63051288e+14
  1.67483514e+14  1.73224793e+14  1.60534767e+14 -1.43789481e+14
 -8.23234627e+13 -1.39093251e+14 -1.11520214e+14 -1.08915852e+14
 -9.37636930e+13 -8.68560896e+13 -9.82028557e+12 -5.18867920e+13
  2.07672960e+13 -2.15695071e+13  3.35188959e+13  3.08677917e+13]
5.908609E-10 [ 1.38313687e+14 -7.96887524e+13 -1.42002028e+14 -1.63149844e+14
  1.67651152e+14  1.73401075e+14  1.60897273e+14 -1.44284296e+14
 -8.28923609e+13 -1.39903073e+14 -1.12499793e+14 -1.10074224e+14
 -9.51151930e+13 -8.83912033e+13 -1.12621561e+13 -5.37668013e+13
  1.90773033e+13 -2.37618637e+13  3.13766974e+13  2.85162256e+13]
5.909238E-10 [ 1.38314244e+14 -7.96973227e+13 -1.42045083e+14 -1.63247462e+14
  1.67817222e+14  1.73575760e+14  1.61256568e+14 -1.44774878e+14
 -8.34565844e+13 -1.40706618e+14 -1.13472249e+14 -1.11224822e+14
 -9.64584701e+13 -8.99180729e+13 -1.26973514e+13 -5.56398898e+13
  1.73919307e+13 -2.59508762e+13  2.92351076e+13  2.61617800e+13]
5.909866E-10 [ 1.38314795e+14 -7.97058094e+13 -1.42087721e+14 -1.63344147e+14
  1.67981733e+14  1.73748852e+14  1.61612661e+14 -1.45261237e+14
 -8.40161395e+13 -1.41503885e+14 -1.14437566e+14 -1.12367614e+14
 -9.77934636e+13 -9.14366023e+13 -1.41257556e+13 -5.75058655e+13
  1.57113866e+13 -2.81362182e+13  2.70944994e+13  2.38049326e+13]
5.910492E-10 [ 1.38315340e+14 -7.97142131e+13 -1.42129945e+14 -1.63439905e+14
  1.68144691e+14  1.73920360e+14  1.61965563e+14 -1.45743382e+14
 -8.45710327e+13 -1.42294873e+14 -1.15395731e+14 -1.13502566e+14
 -9.91201147e+13 -9.29466981e+13 -1.55472554e+13 -5.93645399e+13
  1.40358760e+13 -3.03175679e+13  2.49552413e+13  2.14461563e+13]
5.911116E-10 [ 1.38315881e+14 -7.97225342e+13 -1.42171756e+14 -1.63534739e+14
  1.68306104e+14  1.74090287e+14  1.62315285e+14 -1.46221326e+14
 -8.51212708e+13 -1.43079583e+14 -1.16346732e+14 -1.14629649e+14
 -1.00438366e+14 -9.44482691e+13 -1.69617397e+13 -6.12157282e+13
  1.23656007e+13 -3.24946080e+13  2.28176976e+13  1.90859192e+13]
5.911738E-10 [ 1.38316416e+14 -7.97307731e+13 -1.42213159e+14 -1.63628654e+14
  1.68465979e+14  1.74258642e+14  1.62661837e+14 -1.46695077e+14
 -8.56668611e+13 -1.43858015e+14 -1.17290558e+14 -1.15748832e+14
 -1.01748164e+14 -9.59412267e+13 -1.83691001e+13 -6.30592489e+13
  1.07007589e+13 -3.46670257e+13  2.06822275e+13  1.67246841e+13]
5.912358E-10 [ 1.38316946e+14 -7.97389304e+13 -1.42254153e+14 -1.63721656e+14
  1.68624323e+14  1.74425431e+14  1.63005232e+14 -1.47164649e+14
 -8.62078113e+13 -1.44630170e+14 -1.18227199e+14 -1.16860087e+14
 -1.03049453e+14 -9.74254843e+13 -1.97692305e+13 -6.48949241e+13
  9.04154556e+12 -3.68345130e+13  1.85491858e+13  1.43629090e+13]
5.912976E-10 [ 1.38317470e+14 -7.97470064e+13 -1.42294743e+14 -1.63813749e+14
  1.68781143e+14  1.74590659e+14  1.63345479e+14 -1.47630051e+14
 -8.67441294e+13 -1.45396051e+14 -1.19156646e+14 -1.17963389e+14
 -1.04342184e+14 -9.89009579e+13 -2.11620274e+13 -6.67225795e+13
  7.38815228e+12 -3.89967665e+13  1.64189226e+13  1.20010466e+13]
5.913592E-10 [ 1.38317990e+14 -7.97550018e+13 -1.42334929e+14 -1.63904937e+14
  1.68936448e+14  1.74754333e+14  1.63682590e+14 -1.48091296e+14
 -8.72758237e+13 -1.46155660e+14 -1.20078890e+14 -1.19058711e+14
 -1.05626305e+14 -1.00367566e+14 -2.25473897e+13 -6.85420440e+13
  5.74076717e+12 -4.11534874e+13  1.42917833e+13  9.63954417e+12]
5.914206E-10 [ 1.38318505e+14 -7.97629168e+13 -1.42374714e+14 -1.63995225e+14
  1.69090244e+14  1.74916461e+14  1.64016577e+14 -1.48548395e+14
 -8.78029031e+13 -1.46909000e+14 -1.20993924e+14 -1.20146029e+14
 -1.06901770e+14 -1.01825229e+14 -2.39252185e+13 -7.03531505e+13
  4.09957498e+12 -4.33043817e+13  1.21681084e+13  7.27884384e+12]
5.914818E-10 [ 1.38319014e+14 -7.97707519e+13 -1.42414101e+14 -1.64084619e+14
  1.69242538e+14  1.75077047e+14  1.64347452e+14 -1.49001360e+14
 -8.83253766e+13 -1.47656076e+14 -1.21901742e+14 -1.21225320e+14
 -1.08168532e+14 -1.03273870e+14 -2.52954179e+13 -7.21557350e+13
  2.46475702e+12 -4.54491602e+13  1.00482335e+13  4.91938221e+12]
5.915428E-10 [ 1.38319518e+14 -7.97785077e+13 -1.42453092e+14 -1.64173122e+14
  1.69393338e+14  1.75236100e+14  1.64675225e+14 -1.49450204e+14
 -8.88432537e+13 -1.48396892e+14 -1.22802338e+14 -1.22296564e+14
 -1.09426548e+14 -1.04713414e+14 -2.66578937e+13 -7.39496372e+13
  8.36491174e+11 -4.75875383e+13  7.93248960e+12  2.56159040e+12]
5.916036E-10 [ 1.38320018e+14 -7.97861846e+13 -1.42491688e+14 -1.64260740e+14
  1.69542652e+14  1.75393626e+14  1.64999909e+14 -1.49894940e+14
 -8.93565442e+13 -1.49131454e+14 -1.23695709e+14 -1.23359740e+14
 -1.10675773e+14 -1.06143789e+14 -2.80125548e+13 -7.57347004e+13
 -7.85048082e+11 -4.97192363e+13  5.82120251e+12  2.05893937e+11]
5.916642E-10 [ 1.38320512e+14 -7.97937830e+13 -1.42529892e+14 -1.64347477e+14
  1.69690487e+14  1.75549631e+14  1.65321516e+14 -1.50335579e+14
 -8.98652583e+13 -1.49859767e+14 -1.24581849e+14 -1.24414829e+14
 -1.11916169e+14 -1.07564925e+14 -2.93593121e+13 -7.75107712e+13
 -2.39968972e+12 -5.18439793e+13  3.71469322e+12 -2.14728726e+12]
5.917246E-10 [ 1.38321002e+14 -7.98013034e+13 -1.42567707e+14 -1.64433338e+14
  1.69836850e+14  1.75704122e+14  1.65640058e+14 -1.50772135e+14
 -9.03694066e+13 -1.50581837e+14 -1.25460757e+14 -1.25461814e+14
 -1.13147696e+14 -1.08976753e+14 -3.06980791e+13 -7.92776998e+13
 -4.00726613e+12 -5.39614972e+13  1.61327769e+12 -4.49753901e+12]
5.917848E-10 [ 1.38321486e+14 -7.98087463e+13 -1.42605134e+14 -1.64518328e+14
  1.69981749e+14  1.75857106e+14  1.65955547e+14 -1.51204622e+14
 -9.08689998e+13 -1.51297673e+14 -1.26332432e+14 -1.26500678e+14
 -1.14370316e+14 -1.10379209e+14 -3.20287715e+13 -8.10353398e+13
 -5.60761316e+12 -5.60715246e+13 -4.82733126e+11 -6.84445287e+12]
5.918448E-10 [ 1.38321966e+14 -7.98161120e+13 -1.42642176e+14 -1.64602452e+14
  1.70125191e+14  1.76008590e+14  1.66267996e+14 -1.51633053e+14
 -9.13640492e+13 -1.52007282e+14 -1.27196871e+14 -1.27531407e+14
 -1.15583995e+14 -1.11772229e+14 -3.33513075e+13 -8.27835486e+13
 -7.20057008e+12 -5.81738013e+13 -2.57303331e+12 -9.18762622e+12]
5.919046E-10 [ 1.38322440e+14 -7.98234012e+13 -1.42678834e+14 -1.64685715e+14
  1.70267185e+14  1.76158581e+14  1.66577416e+14 -1.52057441e+14
 -9.18545663e+13 -1.52710672e+14 -1.28054076e+14 -1.28553987e+14
 -1.16788698e+14 -1.13155752e+14 -3.46656079e+13 -8.45221867e+13
 -8.78597958e+12 -6.02680717e+13 -4.65732204e+12 -1.15266623e+13]
5.919642E-10 [ 1.38322910e+14 -7.98306142e+13 -1.42715113e+14 -1.64768121e+14
  1.70407737e+14  1.76307086e+14  1.66883821e+14 -1.52477800e+14
 -9.23405629e+13 -1.53407851e+14 -1.28904047e+14 -1.29568405e+14
 -1.17984394e+14 -1.14529719e+14 -3.59715954e+13 -8.62511182e+13
 -1.03636878e+13 -6.23540849e+13 -6.73530356e+12 -1.38611704e+13]
5.920236E-10 [ 1.38323375e+14 -7.98377515e+13 -1.42751012e+14 -1.64849674e+14
  1.70546855e+14  1.76454111e+14  1.67187224e+14 -1.52894145e+14
 -9.28220514e+13 -1.54098831e+14 -1.29746786e+14 -1.30574650e+14
 -1.19171051e+14 -1.15894073e+14 -3.72691955e+13 -8.79702109e+13
 -1.19335443e+13 -6.44315954e+13 -8.80668728e+12 -1.61907655e+13]
5.920828E-10 [ 1.38323835e+14 -7.98448135e+13 -1.42786535e+14 -1.64930381e+14
  1.70684547e+14  1.76599664e+14  1.67487636e+14 -1.53306490e+14
 -9.32990440e+13 -1.54783620e+14 -1.30582296e+14 -1.31572713e+14
 -1.20348643e+14 -1.17248761e+14 -3.85583358e+13 -8.96793356e+13
 -1.34954022e+13 -6.65003620e+13 -1.08711877e+13 -1.85150690e+13]
5.921418E-10 [ 1.38324290e+14 -7.98518007e+13 -1.42821684e+14 -1.65010246e+14
  1.70820821e+14  1.76743751e+14  1.67785072e+14 -1.53714850e+14
 -9.37715538e+13 -1.55462230e+14 -1.31410580e+14 -1.32562584e+14
 -1.21517140e+14 -1.18593729e+14 -3.98389463e+13 -9.13783669e+13
 -1.50491177e+13 -6.85601488e+13 -1.29285246e+13 -2.08337079e+13]
5.922006E-10 [ 1.38324741e+14 -7.98587136e+13 -1.42856461e+14 -1.65089273e+14
  1.70955683e+14  1.76886380e+14  1.68079543e+14 -1.54119239e+14
 -9.42395938e+13 -1.56134671e+14 -1.32231643e+14 -1.33544255e+14
 -1.22676518e+14 -1.19928929e+14 -4.11109593e+13 -9.30671828e+13
 -1.65945508e+13 -7.06107246e+13 -1.49784227e+13 -2.31463158e+13]
5.922592E-10 [ 1.38325187e+14 -7.98655527e+13 -1.42890869e+14 -1.65167468e+14
  1.71089143e+14  1.77027559e+14  1.68371064e+14 -1.54519672e+14
 -9.47031774e+13 -1.56800957e+14 -1.33045489e+14 -1.34517721e+14
 -1.23826754e+14 -1.21254311e+14 -4.23743095e+13 -9.47456645e+13
 -1.81315646e+13 -7.26518632e+13 -1.70206122e+13 -2.54525320e+13]
5.923176E-10 [ 1.38325628e+14 -7.98723183e+13 -1.42924909e+14 -1.65244835e+14
  1.71221207e+14  1.77167293e+14  1.68659648e+14 -1.54916165e+14
 -9.51623185e+13 -1.57461098e+14 -1.33852126e+14 -1.35482976e+14
 -1.24967825e+14 -1.22569831e+14 -4.36289337e+13 -9.64136967e+13
 -1.96600259e+13 -7.46833433e+13 -1.90548282e+13 -2.77520021e+13]
5.923758E-10 [ 1.38326065e+14 -7.98790109e+13 -1.42958584e+14 -1.65321380e+14
  1.71351883e+14  1.77305591e+14  1.68945307e+14 -1.55308733e+14
 -9.56170310e+13 -1.58115108e+14 -1.34651559e+14 -1.36440017e+14
 -1.26099711e+14 -1.23875444e+14 -4.48747712e+13 -9.80711677e+13
 -2.11798046e+13 -7.67049482e+13 -2.10808113e+13 -3.00443781e+13]
5.924338E-10 [ 1.38326496e+14 -7.98856311e+13 -1.42991896e+14 -1.65397106e+14
  1.71481180e+14  1.77442459e+14  1.69228056e+14 -1.55697391e+14
 -9.60673293e+13 -1.58763001e+14 -1.35443797e+14 -1.37388839e+14
 -1.27222392e+14 -1.25171109e+14 -4.61117635e+13 -9.97179689e+13
 -2.26907741e+13 -7.87164666e+13 -2.30983072e+13 -3.23293180e+13]
5.924916E-10 [ 1.38326924e+14 -7.98921792e+13 -1.43024848e+14 -1.65472019e+14
  1.71609104e+14  1.77577905e+14  1.69507908e+14 -1.56082156e+14
 -9.65132280e+13 -1.59404790e+14 -1.36228848e+14 -1.38329442e+14
 -1.28335852e+14 -1.26456788e+14 -4.73398542e+13 -1.01353995e+14
 -2.41928114e+13 -8.07176916e+13 -2.51070668e+13 -3.46064861e+13]
5.925492E-10 [ 1.38327346e+14 -7.98986557e+13 -1.43057441e+14 -1.65546124e+14
  1.71735664e+14  1.77711937e+14  1.69784876e+14 -1.56463043e+14
 -9.69547422e+13 -1.60040490e+14 -1.37006721e+14 -1.39261825e+14
 -1.29440074e+14 -1.27732442e+14 -4.85589894e+13 -1.02979145e+14
 -2.56857964e+13 -8.27084214e+13 -2.71068462e+13 -3.68755530e+13]
5.926066E-10 [ 1.38327764e+14 -7.99050611e+13 -1.43089678e+14 -1.65619425e+14
  1.71860867e+14  1.77844561e+14  1.70058975e+14 -1.56840068e+14
 -9.73918869e+13 -1.60670116e+14 -1.37777426e+14 -1.40185989e+14
 -1.30535046e+14 -1.28998036e+14 -4.97691172e+13 -1.04593319e+14
 -2.71696127e+13 -8.46884591e+13 -2.90974069e+13 -3.91361956e+13]
5.926637E-10 [ 1.38328178e+14 -7.99113958e+13 -1.43121561e+14 -1.65691928e+14
  1.71984722e+14  1.77975784e+14  1.70330219e+14 -1.57213248e+14
 -9.78246777e+13 -1.61293685e+14 -1.38540975e+14 -1.41101935e+14
 -1.31620753e+14 -1.30253538e+14 -5.09701881e+13 -1.06196423e+14
 -2.86441472e+13 -8.66576126e+13 -3.10785155e+13 -4.13880971e+13]
5.927207E-10 [ 1.38328587e+14 -7.99176603e+13 -1.43153092e+14 -1.65763638e+14
  1.72107235e+14  1.78105615e+14  1.70598621e+14 -1.57582600e+14
 -9.82531303e+13 -1.61911211e+14 -1.39297378e+14 -1.42009665e+14
 -1.32697185e+14 -1.31498915e+14 -5.21621547e+13 -1.07788364e+14
 -3.01092899e+13 -8.86156947e+13 -3.30499437e+13 -4.36309470e+13]
5.927775E-10 [ 1.38328992e+14 -7.99238551e+13 -1.43184274e+14 -1.65834558e+14
  1.72228416e+14  1.78234061e+14  1.70864195e+14 -1.57948140e+14
 -9.86772608e+13 -1.62522711e+14 -1.40046648e+14 -1.42909184e+14
 -1.33764332e+14 -1.32734140e+14 -5.33449716e+13 -1.09369055e+14
 -3.15649344e+13 -9.05625229e+13 -3.50114688e+13 -4.58644412e+13]
5.928341E-10 [ 1.38329392e+14 -7.99299805e+13 -1.43215108e+14 -1.65904695e+14
  1.72348271e+14  1.78361129e+14  1.71126956e+14 -1.58309885e+14
 -9.90970854e+13 -1.63128204e+14 -1.40788799e+14 -1.43800497e+14
 -1.34822186e+14 -1.33959184e+14 -5.45185959e+13 -1.10938409e+14
 -3.30109773e+13 -9.24979195e+13 -3.69628730e+13 -4.80882819e+13]
5.928904E-10 [ 1.38329788e+14 -7.99360371e+13 -1.43245598e+14 -1.65974053e+14
  1.72466809e+14  1.78486827e+14  1.71386918e+14 -1.58667852e+14
 -9.95126208e+13 -1.63727705e+14 -1.41523843e+14 -1.44683609e+14
 -1.35870741e+14 -1.35174023e+14 -5.56829867e+13 -1.12496345e+14
 -3.44473188e+13 -9.44217119e+13 -3.89039438e+13 -5.03021775e+13]
5.929466E-10 [ 1.38330179e+14 -7.99420253e+13 -1.43275744e+14 -1.66042637e+14
  1.72584037e+14  1.78611162e+14  1.71644095e+14 -1.59022059e+14
 -9.99238838e+13 -1.64321234e+14 -1.42251796e+14 -1.45558527e+14
 -1.36909992e+14 -1.36378633e+14 -5.68381051e+13 -1.14042783e+14
 -3.58738621e+13 -9.63337320e+13 -4.08344741e+13 -5.25058430e+13]
5.930026E-10 [ 1.38330566e+14 -7.99479455e+13 -1.43305551e+14 -1.66110451e+14
  1.72699964e+14  1.78734142e+14  1.71898501e+14 -1.59372522e+14
 -1.00330891e+14 -1.64908809e+14 -1.42972673e+14 -1.46425260e+14
 -1.37939933e+14 -1.37572994e+14 -5.79839144e+13 -1.15577648e+14
 -3.72905136e+13 -9.82338166e+13 -4.27542617e+13 -5.46989997e+13]
5.930583E-10 [ 1.38330948e+14 -7.99537983e+13 -1.43335019e+14 -1.66177501e+14
  1.72814597e+14  1.78855775e+14  1.72150152e+14 -1.59719259e+14
 -1.00733661e+14 -1.65490448e+14 -1.43686490e+14 -1.47283817e+14
 -1.38960565e+14 -1.38757085e+14 -5.91203801e+13 -1.17100867e+14
 -3.86971833e+13 -1.00121807e+14 -4.46631097e+13 -5.68813751e+13]
5.931139E-10 [ 1.38331327e+14 -7.99595840e+13 -1.43364150e+14 -1.66243792e+14
  1.72927944e+14  1.78976067e+14  1.72399062e+14 -1.60062289e+14
 -1.01132210e+14 -1.66066172e+14 -1.44393264e+14 -1.48134207e+14
 -1.39971885e+14 -1.39930890e+14 -6.02474696e+13 -1.18612371e+14
 -4.00937840e+13 -1.01997550e+14 -4.65608265e+13 -5.90527031e+13]
5.931692E-10 [ 1.38331701e+14 -7.99653031e+13 -1.43392948e+14 -1.66309329e+14
  1.73040014e+14  1.79095027e+14  1.72645245e+14 -1.60401628e+14
 -1.01526557e+14 -1.66636001e+14 -1.45093011e+14 -1.48976442e+14
 -1.40973893e+14 -1.41094393e+14 -6.13651525e+13 -1.20112094e+14
 -4.14802318e+13 -1.03860896e+14 -4.84472255e+13 -6.12127242e+13]
5.932244E-10 [ 1.38332071e+14 -7.99709561e+13 -1.43421415e+14 -1.66374115e+14
  1.73150814e+14  1.79212663e+14  1.72888716e+14 -1.60737296e+14
 -1.01916719e+14 -1.67199954e+14 -1.45785751e+14 -1.49810534e+14
 -1.41966593e+14 -1.42247581e+14 -6.24734004e+13 -1.21599971e+14
 -4.28564460e+13 -1.05711701e+14 -5.03221253e+13 -6.33611848e+13]
5.932793E-10 [ 1.38332436e+14 -7.99765435e+13 -1.43449552e+14 -1.66438157e+14
  1.73260352e+14  1.79328982e+14  1.73129490e+14 -1.61069310e+14
 -1.02302715e+14 -1.67758053e+14 -1.46471501e+14 -1.50636496e+14
 -1.42949987e+14 -1.43390441e+14 -6.35721867e+13 -1.23075944e+14
 -4.42223491e+13 -1.07549825e+14 -5.21853496e+13 -6.54978379e+13]
5.933340E-10 [ 1.38332798e+14 -7.99820656e+13 -1.43477361e+14 -1.66501459e+14
  1.73368636e+14  1.79443991e+14  1.73367583e+14 -1.61397688e+14
 -1.02684563e+14 -1.68310319e+14 -1.47150281e+14 -1.51454342e+14
 -1.43924081e+14 -1.44522963e+14 -6.46614872e+13 -1.24539954e+14
 -4.55778666e+13 -1.09375133e+14 -5.40367274e+13 -6.76224429e+13]
5.933886E-10 [ 1.38333155e+14 -7.99875229e+13 -1.43504846e+14 -1.66564027e+14
  1.73475674e+14  1.79557700e+14  1.73603008e+14 -1.61722449e+14
 -1.03062282e+14 -1.68856774e+14 -1.47822111e+14 -1.52264086e+14
 -1.44888879e+14 -1.45645140e+14 -6.57412793e+13 -1.25991947e+14
 -4.69229271e+13 -1.11187494e+14 -5.58760923e+13 -6.97347652e+13]
5.934429E-10 [ 1.38333508e+14 -7.99929159e+13 -1.43532009e+14 -1.66625864e+14
  1.73581475e+14  1.79670114e+14  1.73835782e+14 -1.62043612e+14
 -1.03435891e+14 -1.69397439e+14 -1.48487012e+14 -1.53065746e+14
 -1.45844389e+14 -1.46756965e+14 -6.68115427e+13 -1.27431873e+14
 -4.82574624e+13 -1.12986784e+14 -5.77032835e+13 -7.18345766e+13]
5.934970E-10 [ 1.38333857e+14 -7.99982451e+13 -1.43558850e+14 -1.66686976e+14
  1.73686045e+14  1.79781243e+14  1.74065918e+14 -1.62361196e+14
 -1.03805409e+14 -1.69932338e+14 -1.49145005e+14 -1.53859336e+14
 -1.46790620e+14 -1.47858433e+14 -6.78722586e+13 -1.28859683e+14
 -4.95814073e+13 -1.14772880e+14 -5.95181450e+13 -7.39216554e+13]
5.935509E-10 [ 1.38334202e+14 -8.00035108e+13 -1.43585374e+14 -1.66747368e+14
  1.73789394e+14  1.79891094e+14  1.74293433e+14 -1.62675219e+14
 -1.04170856e+14 -1.70461493e+14 -1.49796113e+14 -1.54644877e+14
 -1.47727583e+14 -1.48949542e+14 -6.89234106e+13 -1.30275332e+14
 -5.08946995e+13 -1.16545665e+14 -6.13205257e+13 -7.59957857e+13]
5.936046E-10 [ 1.38334542e+14 -8.00087136e+13 -1.43611581e+14 -1.66807044e+14
  1.73891528e+14  1.79999674e+14  1.74518342e+14 -1.62985701e+14
 -1.04532251e+14 -1.70984927e+14 -1.50440357e+14 -1.55422385e+14
 -1.48655287e+14 -1.50030290e+14 -6.99649838e+13 -1.31678778e+14
 -5.21972798e+13 -1.18305028e+14 -6.31102796e+13 -7.80567582e+13]
5.936581E-10 [ 1.38334879e+14 -8.00138538e+13 -1.43637475e+14 -1.66866011e+14
  1.73992457e+14  1.80106993e+14  1.74740660e+14 -1.63292660e+14
 -1.04889614e+14 -1.71502665e+14 -1.51077760e+14 -1.56191880e+14
 -1.49573745e+14 -1.51100679e+14 -7.09969656e+13 -1.33069981e+14
 -5.34890920e+13 -1.20050860e+14 -6.48872658e+13 -8.01043695e+13]
5.937114E-10 [ 1.38335212e+14 -8.00189320e+13 -1.43663057e+14 -1.66924272e+14
  1.74092189e+14  1.80213057e+14  1.74960402e+14 -1.63596116e+14
 -1.05242966e+14 -1.72014730e+14 -1.51708348e+14 -1.56953384e+14
 -1.50482972e+14 -1.52160709e+14 -7.20193447e+13 -1.34448904e+14
 -5.47700829e+13 -1.21783058e+14 -6.66513480e+13 -8.21384227e+13]
5.937644E-10 [ 1.38335541e+14 -8.00239486e+13 -1.43688330e+14 -1.66981832e+14
  1.74190730e+14  1.80317874e+14  1.75177584e+14 -1.63896088e+14
 -1.05592325e+14 -1.72521147e+14 -1.52332143e+14 -1.57706917e+14
 -1.51382982e+14 -1.53210386e+14 -7.30321122e+13 -1.35815514e+14
 -5.60402019e+13 -1.23501524e+14 -6.84023951e+13 -8.41587266e+13]
5.938173E-10 [ 1.38335865e+14 -8.00289039e+13 -1.43713295e+14 -1.67038696e+14
  1.74288090e+14  1.80421453e+14  1.75392221e+14 -1.64192597e+14
 -1.05937713e+14 -1.73021941e+14 -1.52949171e+14 -1.58452501e+14
 -1.52273791e+14 -1.54249714e+14 -7.40352606e+13 -1.37169779e+14
 -5.72994018e+13 -1.25206162e+14 -7.01402806e+13 -8.61650966e+13]
5.938700E-10 [ 1.38336186e+14 -8.00337986e+13 -1.43737956e+14 -1.67094870e+14
  1.74384276e+14  1.80523801e+14  1.75604329e+14 -1.64485661e+14
 -1.06279151e+14 -1.73517138e+14 -1.53559457e+14 -1.59190159e+14
 -1.53155417e+14 -1.55278702e+14 -7.50287844e+13 -1.38511672e+14
 -5.85476379e+13 -1.26896881e+14 -7.18648831e+13 -8.81573537e+13]
5.939224E-10 [ 1.38336503e+14 -8.00386330e+13 -1.43762314e+14 -1.67150358e+14
  1.74479296e+14  1.80624926e+14  1.75813924e+14 -1.64775300e+14
 -1.06616658e+14 -1.74006762e+14 -1.54163027e+14 -1.59919915e+14
 -1.54027877e+14 -1.56297357e+14 -7.60126798e+13 -1.39841166e+14
 -5.97848684e+13 -1.28573597e+14 -7.35760858e+13 -9.01353253e+13]
5.939747E-10 [ 1.38336817e+14 -8.00434075e+13 -1.43786371e+14 -1.67205164e+14
  1.74573159e+14  1.80724837e+14  1.76021021e+14 -1.65061535e+14
 -1.06950257e+14 -1.74490839e+14 -1.54759908e+14 -1.60641793e+14
 -1.54891193e+14 -1.57305691e+14 -7.69869449e+13 -1.41158240e+14
 -6.10110545e+13 -1.30236228e+14 -7.52737768e+13 -9.20988447e+13]
5.940267E-10 [ 1.38337126e+14 -8.00481226e+13 -1.43810131e+14 -1.67259295e+14
  1.74665872e+14  1.80823541e+14  1.76225636e+14 -1.65344385e+14
 -1.07279967e+14 -1.74969397e+14 -1.55350127e+14 -1.61355819e+14
 -1.55745383e+14 -1.58303714e+14 -7.79515793e+13 -1.42462872e+14
 -6.22261598e+13 -1.31884695e+14 -7.69578487e+13 -9.40477509e+13]
5.940785E-10 [ 1.38337431e+14 -8.00527788e+13 -1.43833594e+14 -1.67312755e+14
  1.74757444e+14  1.80921046e+14  1.76427785e+14 -1.65623871e+14
 -1.07605812e+14 -1.75442461e+14 -1.55933712e+14 -1.62062020e+14
 -1.56590471e+14 -1.59291441e+14 -7.89065843e+13 -1.43755046e+14
 -6.34301512e+13 -1.33518925e+14 -7.86281991e+13 -9.59818893e+13]
5.941302E-10 [ 1.38337733e+14 -8.00573765e+13 -1.43856763e+14 -1.67365548e+14
  1.74847882e+14  1.81017360e+14  1.76627484e+14 -1.65900012e+14
 -1.07927811e+14 -1.75910059e+14 -1.56510690e+14 -1.62760421e+14
 -1.57426479e+14 -1.60268887e+14 -7.98519632e+13 -1.45034747e+14
 -6.46229978e+13 -1.35138849e+14 -8.02847300e+13 -9.79011108e+13]
5.941816E-10 [ 1.38338031e+14 -8.00619162e+13 -1.43879640e+14 -1.67417680e+14
  1.74937196e+14  1.81112492e+14  1.76824748e+14 -1.66172830e+14
 -1.08245987e+14 -1.76372218e+14 -1.57081091e+14 -1.63451051e+14
 -1.58253432e+14 -1.61236068e+14 -8.07877207e+13 -1.46301961e+14
 -6.58046717e+13 -1.36744403e+14 -8.19273481e+13 -9.98052724e+13]
5.942328E-10 [ 1.38338325e+14 -8.00663982e+13 -1.43902228e+14 -1.67469155e+14
  1.75025392e+14  1.81206449e+14  1.77019593e+14 -1.66442343e+14
 -1.08560361e+14 -1.76828966e+14 -1.57644943e+14 -1.64133938e+14
 -1.59071353e+14 -1.62193002e+14 -8.17138631e+13 -1.47556680e+14
 -6.69751477e+13 -1.38335524e+14 -8.35559647e+13 -1.01694237e+14]
5.942838E-10 [ 1.38338616e+14 -8.00708230e+13 -1.43924528e+14 -1.67519978e+14
  1.75112479e+14  1.81299240e+14  1.77212036e+14 -1.66708574e+14
 -1.08870956e+14 -1.77280330e+14 -1.58202277e+14 -1.64809111e+14
 -1.59880271e+14 -1.63139708e+14 -8.26303984e+13 -1.48798896e+14
 -6.81344029e+13 -1.39912156e+14 -8.51704955e+13 -1.03567872e+14]
5.943345E-10 [ 1.38338903e+14 -8.00751911e+13 -1.43946544e+14 -1.67570155e+14
  1.75198464e+14  1.81390872e+14  1.77402093e+14 -1.66971543e+14
 -1.09177794e+14 -1.77726338e+14 -1.58753122e+14 -1.65476600e+14
 -1.60680212e+14 -1.64076208e+14 -8.35373364e+13 -1.50028605e+14
 -6.92824175e+13 -1.41474246e+14 -8.67708609e+13 -1.05426053e+14]
5.943851E-10 [ 1.38339186e+14 -8.00795030e+13 -1.43968276e+14 -1.67619690e+14
  1.75283357e+14  1.81481353e+14  1.77589779e+14 -1.67231270e+14
 -1.09480896e+14 -1.78167020e+14 -1.59297508e+14 -1.66136436e+14
 -1.61471204e+14 -1.65002523e+14 -8.44346882e+13 -1.51245803e+14
 -7.04191738e+13 -1.43021744e+14 -8.83569857e+13 -1.07268659e+14]
